"id","raw","encoded","pred","label","dist","training_count","not_exact"
"6831","½ cup tomato purée, fresh or canned","1 / 2 cup tomato purée , fresh or canned","tomato puree","tomato puree","0.17549922","3","False"
"6513","1 tablespoon unsalted butter","1 tablespoon unsalted butter","unsalted butter","unsalted butter","0.043491866","93","False"
"966","Kosher salt","Kosher salt","kosher salt","kosher salt","0.06585992","113","False"
"2666","juice of 1/2 lemon","juice of 1 / 2 lemon","lemon juice","lemon juice","0.20594013","66","False"
"4656","1/3 cup mayonnaise, more for a creamier salad (get my recipe here)","1 / 3 cup mayonnaise , more for a UNK salad ( get my recipe here )","regular mayonnaise","regular mayonnaise","0.24720435","33","False"
"3061","1 cup potatoes (diced) or sub cauliflower, or more artichoke hearts","1 cup potatoes ( diced ) or sub cauliflower , or more artichoke hearts","russet potato","russet potato","0.19421604","21","False"
"2132","1/3 cup drained bottled capers (packed in brine; from a 3-oz jar)","1 / 3 cup drained bottled capers ( packed in brine from a 3 - oz jar )","caper","caper","0.21381685","8","False"
"417","1 1/2 cups unsalted chicken stock","1 1 / 2 cups unsalted chicken stock","low-sodium chicken broth","low-sodium chicken broth","0.15183271","26","True"
"2366","3/4 cup almonds or pine nuts","3 / 4 cup almonds or pine nuts","dry-roasted almond","dry-roasted almond","0.2650626","3","False"
"2075","2 tablespoons lime juice","2 tablespoons lime juice","lime juice","lime juice","0.03887775","71","False"
"397","12 fresh shrimps (cleaned and deveined)","12 fresh shrimps ( cleaned and deveined )","shrimp","shrimp","0.26627794","38","False"
"3778","1 tablespoon fermented black beans, rinsed","1 tablespoon fermented black beans , rinsed","black bean","black bean","0.16027036","26","False"
"134","4 cloves garlic","4 cloves garlic","garlic","garlic","0.11548047","331","False"
"3975","4 green onions (about 1/2 cup sliced)","4 green onions ( about 1 / 2 cup sliced )","green onion","green onion","0.11521817","109","False"
"1604","1 teaspoon black sesame seeds for garnish, (optional)","1 teaspoon black sesame seeds for garnish , ( optional )","hulled white sesame seed","hulled white sesame seed","0.1921683","26","True"
"1791","3 cups 2% milk","3 cups 2 % milk","2% milk","2% milk","0.06670053","4","False"
"5440","½ tsp. toasted sesame oil","1 / 2 tsp . toasted sesame oil","sesame oil","sesame oil","0.14719577","68","False"
"723","2 tablespoons mild honey, such as clover","2 tablespoons mild honey , such as clover","honey","honey","0.12474954","60","False"
"4010","6 to 8 ounces (180 to 225 g) boneless, skinless chicken breast or thighs","6 to 8 ounces ( 180 to 225 g ) boneless , skinless chicken breast or thighs","skinless chicken breast","skinless chicken breast","0.16521558","53","False"
"1821","2 Romaine lettuce leaves","2 Romaine lettuce leaves","romaine lettuce","romaine lettuce","0.088017814","27","False"
"2027","1 avocado, halved, seeded, peeled and diced","1 avocado , halved , seeded , peeled and diced","hass avocado","hass avocado","0.2394046","64","False"
"6617","3 green onions","3 green onions","green onion","green onion","0.05985127","109","False"
"5336","3/4 cup roasted cashews","3 / 4 cup roasted cashews","dry-roasted cashew","dry-roasted cashew","0.14736778","6","False"
"8995","1 can (14 ounce) chickpeas, drained and rinsed","1 can ( 14 ounce ) chickpeas , drained and rinsed","chickpea","chickpea","0.09613771","27","False"
"4914","1/4 teaspoon sea salt","1 / 4 teaspoon sea salt","table salt","table salt","0.17161278","208","False"
"2723","2 tbsp olive oil","2 tbsp olive oil","olive oil","olive oil","0.08123741","223","False"
"6772","1/2 – 1 teaspoon black pepper","1 / 2 1 teaspoon black pepper","ground black pepper","ground black pepper","0.23420727","200","False"
"8072","2 cloves garlic (minced)","2 cloves garlic ( minced )","garlic","garlic","0.17851701","331","False"
"7266","1/4 teaspoon black pepper","1 / 4 teaspoon black pepper","ground black pepper","ground black pepper","0.18560681","200","False"
"7595","1 cup frozen green peas, thawed","1 cup frozen green peas , thawed","frozen pea","frozen pea","0.18148197","12","False"
"8185","1/3 cup Delallo Pomodoro Fresco Marinara","1 / 3 cup UNK UNK UNK Marinara","marinara sauce","marinara sauce","0.25988477","7","True"
"8683","1 1/2 pounds wile caught cod","1 1 / 2 pounds UNK UNK cod","pacific cod","pacific cod","0.13477784","13","True"
"1854","600 g (1.2 lb) bone in (, skinless chicken thighs, 4 x 150g/5oz (Note 1))","600 g ( 1 . 2 lb ) bone in ( , skinless chicken thighs , 4 x 150 g / 5 oz ( Note 1 ) )","bone-in chicken thigh with skin","bone-in chicken thigh with skin","0.19123034","8","True"
"4866","1 lb. halibut (or similar firm white fish)","1 lb . halibut ( or similar firm white fish )","pacific cod","pacific cod","0.23126318","13","True"
"554","2 tablespoons roughly chopped Italian parsley","2 tablespoons roughly chopped Italian parsley","fresh parsley","fresh parsley","0.17017397","85","False"
"6309","2 hard boiled eggs (peeled and sliced)","2 hard boiled eggs ( peeled and sliced )","egg","egg","0.16564107","93","True"
"102","1 lb ground beef ((we used 88% lean))","1 lb ground beef ( ( we used 88 % lean ) )","ground beef","ground beef","0.15371975","11","False"
"879","3 tablespoons neutral oil, like canola","3 tablespoons neutral oil , like canola","vegetable oil","vegetable oil","0.12533978","80","False"
"6373","½ teaspoon kosher salt","1 / 2 teaspoon kosher salt","kosher salt","kosher salt","0.0485603","113","False"
"1478","4 wild salmon fillets, 4 oz each","4 wild salmon fillets , 4 oz each","farmed atlantic salmon","farmed atlantic salmon","0.18232456","19","True"
"671","1/4 cup chopped fresh cilantro","1 / 4 cup chopped fresh cilantro","cilantro","cilantro","0.11424836","117","False"
"559","Freshly cracked pepper","Freshly cracked pepper","ground black pepper","ground black pepper","0.14534314","200","False"
"8088","2 Roma tomatoes (diced)","2 Roma tomatoes ( diced )","tomato","tomato","0.17670275","57","True"
"4906","3/4 tsp. kosher salt, plus more","3 / 4 tsp . kosher salt , plus more","kosher salt","kosher salt","0.07860188","113","False"
"4102","2 tablespoons unsalted butter, melted","2 tablespoons unsalted butter , melted","unsalted butter","unsalted butter","0.049807854","93","False"
"285","⅓ cup dry white wine","1 / 3 cup dry white wine","white wine","white wine","0.12818414","19","False"
"1192","1/4 cup unsalted roasted cashews, coarsely chopped","1 / 4 cup unsalted roasted cashews , coarsely chopped","dry-roasted cashew","dry-roasted cashew","0.1665661","6","False"
"79","3/4 teaspoon salt","3 / 4 teaspoon salt","table salt","table salt","0.12651229","208","False"
"3883","1 teaspoon lemon juice","1 teaspoon lemon juice","lemon juice","lemon juice","0.05324543","66","False"
"7380","¼ cup plus 3 tablespoons extra-virgin olive oil","1 / 4 cup plus 3 tablespoons extra - virgin olive oil","extra-virgin olive oil","extra-virgin olive oil","0.07087673","50","False"
"3198","3 tablespoons minced red onion","3 tablespoons minced red onion","red onion","red onion","0.13460995","67","False"
"7685","1 1/2 tablespoons ice water plus additional if necessary","1 1 / 2 tablespoons ice water plus additional if necessary","tap water","tap water","0.18477356","92","False"
"5019","1 tablespoon butter","1 tablespoon butter","unsalted butter","unsalted butter","0.12294221","93","False"
"4902","8 ounces shiitake mushrooms, stems removed, sliced into 1/2-inch strips","8 ounces shiitake mushrooms , stems removed , sliced into 1 / 2 - inch strips","shiitake mushroom","shiitake mushroom","0.19084555","7","False"
"4805","1/8 teaspoon black pepper","1 / 8 teaspoon black pepper","ground black pepper","ground black pepper","0.19390205","200","False"
"5516","1 large onion, diced","1 large onion , diced","yellow onion","yellow onion","0.123772725","164","False"
"8544","1/4 cup extra virgin olive oil","1 / 4 cup extra virgin olive oil","extra-virgin olive oil","extra-virgin olive oil","0.030098248","50","False"
"4743","Juice of one lime","Juice of one lime","lime juice","lime juice","0.10533542","71","False"
"3326","1 tablespoon extra-virgin olive oil","1 tablespoon extra - virgin olive oil","extra-virgin olive oil","extra-virgin olive oil","0.02055173","50","False"
"6784","4 eggplant, peeled and cut into 1/2-inch slices","4 eggplant , peeled and cut into 1 / 2 - inch slices","american eggplant","american eggplant","0.2093091","8","False"
"3500","4 ounces thin rice noodles","4 ounces thin rice noodles","rice noodle","rice noodle","0.2788769","4","False"
"4807","1 small white onion, chopped","1 small white onion , chopped","white onion","white onion","0.07563381","18","False"
"7724","1/2 cup dry red or white wine","1 / 2 cup dry red or white wine","red wine","red wine","0.10571697","5","False"
"1554","1 1/2 pounds ground turkey","1 1 / 2 pounds ground turkey","ground turkey","ground turkey","0.07695708","16","False"
"1271","1/2 teaspoon vanilla extract","1 / 2 teaspoon vanilla extract","vanilla extract","vanilla extract","0.046460688","8","False"
"5173","2 tablespoons extra virgin olive oil","2 tablespoons extra virgin olive oil","extra-virgin olive oil","extra-virgin olive oil","0.034453772","50","False"
"6905","1/4 cup finely chopped red onion","1 / 4 cup finely chopped red onion","red onion","red onion","0.04430479","67","False"
"2219","1/2 cup sweet chili sauce","1 / 2 cup sweet chili sauce","sweet chili sauce","sweet chili sauce","0.05195808","5","False"
"2567","4 cups/900 ml light chicken stock or broth","4 cups / 900 ml light chicken stock or broth","chicken broth","chicken broth","0.21644303","56","False"
"6583","1 teaspoon soy sauce","1 teaspoon soy sauce","soy sauce","soy sauce","0.054232586","51","False"
"4626","2 tablespoons butter","2 tablespoons butter","unsalted butter","unsalted butter","0.10599654","93","False"
"1609","2 Tbsp fresh ginger","2 Tbsp fresh ginger","fresh ginger","fresh ginger","0.03417124","124","False"
"1963","1 red bell pepper, minced","1 red bell pepper , minced","red bell pepper","red bell pepper","0.09331079","60","False"
"623","1 (15-ounce) can white beans, rinsed","1 ( 15 - ounce ) can white beans , rinsed","great northern bean","great northern bean","0.25504643","6","False"
"1926","fresh sage, sliced into thin ribbons","fresh sage , sliced into thin ribbons","ground dried sage","ground dried sage","0.22556216","1","True"
"8809","4 jalapeño peppers","4 jalapeño peppers","fresh jalapeno pepper","fresh jalapeno pepper","0.16804032","38","False"
"6535","1 (5-ounce) bag fresh baby spinach","1 ( 5 - ounce ) bag fresh baby spinach","fresh spinach","fresh spinach","0.11965303","50","True"
"8125","1 15-oz. can black beans, drained and rinsed","1 15 - oz . can black beans , drained and rinsed","black bean","black bean","0.1187868","26","False"
"8379","2 large cloves garlic, finely chopped","2 large cloves garlic , finely chopped","garlic","garlic","0.15562947","331","False"
"4582","2 tablespoons chili paste (like sambal oelek)","2 tablespoons chili paste ( like sambal oelek )","chili garlic sauce","chili garlic sauce","0.18324967","16","False"
"1569","2 tbsp white wine vinegar","2 tbsp white wine vinegar","white wine vinegar","white wine vinegar","0.04465211","11","False"
"8811","3 tablespoons soy sauce","3 tablespoons soy sauce","soy sauce","soy sauce","0.08461909","51","False"
"3179","1/2 teaspoon salt","1 / 2 teaspoon salt","table salt","table salt","0.10334338","208","False"
"2275","3 cloves garlic, minced","3 cloves garlic , minced","garlic","garlic","0.14963517","331","False"
"3080","3 small heads cauliflower","3 small heads cauliflower","white cauliflower","white cauliflower","0.23016034","21","False"
"4935","4 small to medium tomatoes ((about 500 g, 1 pound))","4 small to medium tomatoes ( ( about 500 g , 1 pound ) )","tomato","tomato","0.1871567","57","False"
"64","1 cup dry quinoa","1 cup dry quinoa","quinoa","quinoa","0.12020458","5","False"
"2788","2 bell peppers, cored and sliced","2 bell peppers , cored and sliced","green bell pepper","green bell pepper","0.12842426","32","False"
"1061","3 Tbsp seasoned rice vinegar (or plain rice vinegar with a teaspoon of sugar)","3 Tbsp seasoned rice vinegar ( or plain rice vinegar with a teaspoon of sugar )","rice vinegar","rice vinegar","0.22102728","44","True"
"3712","1 tablespoon fresh dill","1 tablespoon fresh dill","fresh dill","fresh dill","0.04204934","13","False"
"4930","2 teaspoons lime","2 teaspoons lime","lime juice","lime juice","0.12022657","71","False"
"3021","2 Tbsp. plus 2 tsp. soy sauce, divided","2 Tbsp . plus 2 tsp . soy sauce , divided","soy sauce","soy sauce","0.16603398","51","False"
"1129","8 slices whole wheat bread","8 slices whole wheat bread","sandwich bread","sandwich bread","0.1477699","31","True"
"1225","1 bunch parsley, chopped (about 1 1/2 cups/75 grams), divided","1 bunch parsley , chopped ( about 1 1 / 2 cups / 75 grams ) , divided","fresh parsley","fresh parsley","0.17435092","85","False"
"3410","1/4 teaspoon garlic powder","1 / 4 teaspoon garlic powder","garlic powder","garlic powder","0.059077997","53","False"
"1586","1 teaspoon salt","1 teaspoon salt","table salt","table salt","0.10547593","208","False"
"5331","4 tablespoons vegetable oil, divided","4 tablespoons vegetable oil , divided","vegetable oil","vegetable oil","0.05328814","80","False"
"6073","2 (12 ounce) packages al fresco sweet & smoky bbq chicken sausage, sliced","2 ( 12 ounce ) packages al fresco sweet smoky UNK chicken sausage , sliced","chicken sausage","chicken sausage","0.23945263","6","True"
"3750","Freshly ground pepper","Freshly ground pepper","ground black pepper","ground black pepper","0.12908232","200","False"
"3029","2 tablespoons unsalted butter","2 tablespoons unsalted butter","unsalted butter","unsalted butter","0.031103777","93","False"
"608","1 cup beer or beef broth","1 cup beer or beef broth","beer","beer","0.21335009","2","False"
"6208","4 cups stock- veggie or chicken","4 cups stock - UNK or chicken","vegetable broth","vegetable broth","0.1668467","29","False"
"8726","2 cups of prepared marinara sauce (look for a low fat, low sugar variety)","2 cups of prepared marinara sauce ( look for a low fat , low sugar variety )","marinara sauce","marinara sauce","0.18435918","7","False"
"7867","5 tablespoons soy sauce, or tamari for gluten free","5 tablespoons soy sauce , or tamari for gluten free","soy sauce","soy sauce","0.10642602","51","False"
"2763","1 large avocado, (chopped)","1 large avocado , ( chopped )","hass avocado","hass avocado","0.20620611","64","False"
"1858","3 medium cucumbers (each will yield about 6 slices)","3 medium cucumbers ( each will yield about 6 slices )","slicing cucumber","slicing cucumber","0.16742313","27","False"
"8951","1 (10.5 oz) pkg. grape or cherry tomatoes, halved","1 ( 10 . 5 oz ) UNK . grape or cherry tomatoes , halved","cherry tomato","cherry tomato","0.13246919","27","False"
"6832","Salt","Salt","table salt","table salt","0.16694878","208","False"
"5032","a little lemon zest","a little lemon zest","lemon zest","lemon zest","0.11431682","13","False"
"8962","2 ears Corn","2 ears Corn","fresh corn","fresh corn","0.19924095","16","False"
"8463","2 tablespoons ghee or coconut oil","2 tablespoons ghee or coconut oil","coconut oil","coconut oil","0.21558292","9","True"
"3432","2 teaspoons balsamic vinegar","2 teaspoons balsamic vinegar","balsamic vinegar","balsamic vinegar","0.038549542","17","False"
"786","2 cups frozen green peas","2 cups frozen green peas","frozen pea","frozen pea","0.14998063","12","False"
"2702","¼ ounce Parmesan, finely grated (about ¼ cup)","1 / 4 ounce Parmesan , finely grated ( about 1 / 4 cup )","grated parmesan cheese","grated parmesan cheese","0.28786036","57","False"
"1312","8 eggs","8 eggs","egg","egg","0.09961298","93","False"
"839","1/2 teaspoon ground cumin","1 / 2 teaspoon ground cumin","ground cumin","ground cumin","0.030707473","72","False"
"6705","2 tablespoons lime juice","2 tablespoons lime juice","lime juice","lime juice","0.03887775","71","False"
"2173","1/4 teaspoon pepper","1 / 4 teaspoon pepper","ground black pepper","ground black pepper","0.09965703","200","False"
"6993","¼ cup chopped cilantro","1 / 4 cup chopped cilantro","cilantro","cilantro","0.07307093","117","False"
"3283","1 cup cooked white or brown rice","1 cup cooked white or brown rice","cooked white rice","cooked white rice","0.040282343","17","False"
"4105","1 pound salmon (see Tips), skinned and cut into 1-inch pieces","1 pound salmon ( see Tips ) , skinned and cut into 1 - inch pieces","farmed atlantic salmon","farmed atlantic salmon","0.12688683","19","False"
"8443","1/4 teaspoon onion powder","1 / 4 teaspoon onion powder","onion powder","onion powder","0.07428792","13","False"
"6962","2 large eggs","2 large eggs","egg","egg","0.09135675","93","False"
"7165","1 teaspoon coarse kosher salt","1 teaspoon coarse kosher salt","kosher salt","kosher salt","0.092348844","113","False"
"7714","6 cups chicken broth","6 cups chicken broth","chicken broth","chicken broth","0.047290444","56","False"
"7617","3-inch piece peeled ginger root, grated","3 - inch piece peeled ginger root , grated","fresh ginger","fresh ginger","0.20410779","124","False"
"3231","1/2 cup diced ham","1 / 2 cup diced ham","diced ham","diced ham","0.095309","2","False"
"3662","1 garlic clove, minced","1 garlic clove , minced","garlic","garlic","0.20629928","331","False"
"8787","4 teaspoons Sriracha chili sauce","4 teaspoons Sriracha chili sauce","sriracha","sriracha","0.22200972","28","False"
"6814","¾ cup plain Greek yogurt","3 / 4 cup plain Greek yogurt","low-fat plain greek yogurt","low-fat plain greek yogurt","0.14254682","18","False"
"3036","2 tablespoon red curry paste","2 tablespoon red curry paste","red curry paste","red curry paste","0.032820717","4","False"
"3740","freshly ground pepper","freshly ground pepper","ground black pepper","ground black pepper","0.1752008","200","False"
"2517","1/2 cup cloves garlic, whole","1 / 2 cup cloves garlic , whole","garlic","garlic","0.11943847","331","False"
"6794","1 tablespoon cornstarch","1 tablespoon cornstarch","cornstarch","cornstarch","0.057623833","46","False"
"8084","3 heirloom tomatoes (diced)","3 heirloom tomatoes ( diced )","tomato","tomato","0.19716574","57","True"
"8372","1 tablespoon lingonberry or red currant jelly, optional","1 tablespoon lingonberry or red currant jelly , optional","strawberry jam","strawberry jam","0.1746616","2","True"
"4289","1 mango","1 mango","mango","mango","0.048128337","15","False"
"8331","2 1/4 cups diced cucumbers, partially peeled","2 1 / 4 cups diced cucumbers , partially peeled","slicing cucumber","slicing cucumber","0.1519328","27","False"
"4445","1 large egg ((cold 1 large egg, 40 ml))","1 large egg ( ( cold 1 large egg , 40 ml ) )","egg","egg","0.06506449","93","False"
"1986","1 can black beans, drained and rinsed","1 can black beans , drained and rinsed","black bean","black bean","0.12370488","26","False"
"4864","1/2 teaspoon ground black pepper","1 / 2 teaspoon ground black pepper","ground black pepper","ground black pepper","0.047406785","200","False"
"4121","1 15 oz. can organic diced tomatoes","1 15 oz . can organic diced tomatoes","diced tomato","diced tomato","0.22996636","26","False"
"837","1 tablespoon chopped fresh oregano","1 tablespoon chopped fresh oregano","dried oregano leaf","dried oregano leaf","0.19187838","41","False"
"2328","3 tablespoons cornstarch, divided","3 tablespoons cornstarch , divided","cornstarch","cornstarch","0.117153436","46","False"
"2238","1 tablespoon olive oil","1 tablespoon olive oil","olive oil","olive oil","0.07950099","223","False"
"5400","1/2 red onion, (finely chopped)","1 / 2 red onion , ( finely chopped )","red onion","red onion","0.0563354","67","False"
"3739","Salt","Salt","table salt","table salt","0.16694878","208","False"
"7203","Lemon juice, to taste (optional)","Lemon juice , to taste ( optional )","lemon juice","lemon juice","0.13677227","66","False"
"1170","1/4 cored head cabbage (7 ounces; 200g), thinly shredded","1 / 4 cored head cabbage ( 7 ounces 200 g ) , thinly shredded","green cabbage","green cabbage","0.16883333","12","False"
"1883","1 tsp fresh or 1/2 tsp dried thyme","1 tsp fresh or 1 / 2 tsp dried thyme","fresh thyme","fresh thyme","0.12885588","32","False"
"6329","1 teaspoon freshly ground black pepper","1 teaspoon freshly ground black pepper","ground black pepper","ground black pepper","0.04816198","200","False"
"483","2 fish fillets of your choice","2 fish fillets of your choice","pacific cod","pacific cod","0.29683146","13","False"
"1286","2 cloves garlic ((minced))","2 cloves garlic ( ( minced ) )","garlic","garlic","0.17701212","331","False"
"5000","2 bay leaves","2 bay leaves","bay leaf","bay leaf","0.18675917","26","False"
"478","1 tsp oregano","1 tsp oregano","dried oregano leaf","dried oregano leaf","0.06454533","41","False"
"8719","1 Sweet Potato","1 Sweet Potato","sweet potato","sweet potato","0.34459382","22","False"
"2757","2 medium sweet potatoes","2 medium sweet potatoes","sweet potato","sweet potato","0.05298267","22","False"
"7080","1 zucchini or summer squash, finely chopped (about 1 1/2 cups)","1 zucchini or summer squash , finely chopped ( about 1 1 / 2 cups )","zucchini","zucchini","0.09294623","26","False"
"772","1 14-ounce can fire roasted tomatoes","1 14 - ounce can fire roasted tomatoes","fire-roasted diced tomato","fire-roasted diced tomato","0.11622137","9","False"
"7257","¼ cup reduced-sodium soy sauce","1 / 4 cup reduced - sodium soy sauce","low-sodium soy sauce","low-sodium soy sauce","0.060934883","38","False"
"4943","2 tsp sugar","2 tsp sugar","white sugar","white sugar","0.18529","51","False"
"2893","2 slices ginger ((minced))","2 slices ginger ( ( minced ) )","fresh ginger","fresh ginger","0.15507254","124","False"
"3372","1 pint cherry tomatoes, diced into 1/4-inch wide rounds","1 pint cherry tomatoes , diced into 1 / 4 - inch wide rounds","cherry tomato","cherry tomato","0.17831357","27","False"
"4853","1 tablespoon olive oil","1 tablespoon olive oil","olive oil","olive oil","0.07950099","223","False"
"5299","2 tablespoons cornstarch","2 tablespoons cornstarch","cornstarch","cornstarch","0.09300083","46","False"
"8528","1 tablespoon butter","1 tablespoon butter","unsalted butter","unsalted butter","0.12294221","93","False"
"6917","3 green onions, chopped","3 green onions , chopped","green onion","green onion","0.08984738","109","False"
"524","2 cups coconut milk ((more or less depending how thick you like your smoothie))","2 cups coconut milk ( ( more or less depending how thick you like your UNK ) )","coconut milk","coconut milk","0.19430584","21","False"
"1637","2 tsp sriracha","2 tsp sriracha","sriracha","sriracha","0.06089051","28","False"
"5494","1 teaspoon minced garlic","1 teaspoon minced garlic","garlic","garlic","0.14064598","331","False"
"8736","28 ounce can crushed tomatoes","28 ounce can crushed tomatoes","crushed tomato","crushed tomato","0.14169355","19","False"
"1697","14 oz / 400g canned crushed tomatoes","14 oz / 400 g canned crushed tomatoes","crushed tomato","crushed tomato","0.17594612","19","False"
"8211","1 tsp ginger (minced)","1 tsp ginger ( minced )","fresh ginger","fresh ginger","0.103870794","124","False"
"3343","1 teaspoon sea salt, more to taste","1 teaspoon sea salt , more to taste","table salt","table salt","0.14564325","208","True"
"293","2 teaspoons minced peeled fresh ginger, divided","2 teaspoons minced peeled fresh ginger , divided","fresh ginger","fresh ginger","0.114883624","124","False"
"2956","1 tablespoon balsamic or red wine vinegar","1 tablespoon balsamic or red wine vinegar","balsamic vinegar","balsamic vinegar","0.100862965","17","False"
"5137","3 tablespoons lime juice","3 tablespoons lime juice","lime juice","lime juice","0.04968974","71","False"
"141","1 medium lime","1 medium lime","lime","lime","0.09168258","24","False"
"8430","1 lemon (: 2 tbsp lemon juice + zest of 1/2 the lemon)","1 lemon ( 2 tbsp lemon juice zest of 1 / 2 the lemon )","lemon","lemon","0.25913793","28","False"
"2909","4 cups chicken stock/broth ((960 ml; OR water OR half stock & half water))","4 cups chicken stock / broth ( ( 960 ml OR water OR half stock half water ) )","chicken broth","chicken broth","0.15038756","56","False"
"7470","1 1/2 tablespoons honey","1 1 / 2 tablespoons honey","honey","honey","0.06218171","60","False"
"917","1 teaspoon ground cumin","1 teaspoon ground cumin","ground cumin","ground cumin","0.029206162","72","False"
"223","2 teaspoon Garlic","2 teaspoon Garlic","garlic","garlic","0.24954158","331","False"
"1474","2 garlic cloves, (finely minced or pressed)","2 garlic cloves , ( finely minced or pressed )","garlic","garlic","0.18767467","331","False"
"1875","5 large eggs","5 large eggs","egg","egg","0.07524167","93","False"
"3603","2 tablespoons toasted sesame oil","2 tablespoons toasted sesame oil","sesame oil","sesame oil","0.12776716","68","False"
"3253","1/4 teaspoons chili powder","1 / 4 teaspoons chili powder","chili powder","chili powder","0.09516978","39","False"
"8233","3 organic scallions","3 organic scallions","green onion","green onion","0.18883586","109","False"
"7958","1 bunch fresh thyme","1 bunch fresh thyme","fresh thyme","fresh thyme","0.13493043","32","False"
"6495","2/3 cup not-from-concentrate Florida’s Natural® Brand Orange Juice (I used the “Some Pulp” variety, but any will do)","2 / 3 cup not - from - concentrate UNK s UNK UNK Orange Juice ( I used the Some Pulp variety , but any will do )","orange juice","orange juice","0.2521962","13","False"
"2340","4 tbsp vegetable oil","4 tbsp vegetable oil","vegetable oil","vegetable oil","0.03217759","80","False"
"1702","Basmati rice","Basmati rice","white rice","white rice","0.079536475","25","True"
"8628","2 tablespoons extra-virgin olive oil","2 tablespoons extra - virgin olive oil","extra-virgin olive oil","extra-virgin olive oil","0.020864667","50","False"
"8571","1/2 Tbsp apple cider vinegar","1 / 2 Tbsp apple cider vinegar","apple cider vinegar","apple cider vinegar","0.08888252","23","False"
"1352","1 large egg","1 large egg","egg","egg","0.026711443","93","False"
"8561","1/4 cup olive oil","1 / 4 cup olive oil","olive oil","olive oil","0.09759797","223","False"
"3042","2 cups chopped yellow onion (about 1 large)","2 cups chopped yellow onion ( about 1 large )","yellow onion","yellow onion","0.07215424","164","False"
"7990","1 ½ Cups stock- chicken or fish or veggie","1 1 / 2 Cups stock - chicken or fish or UNK","chicken broth","chicken broth","0.20513159","56","False"
"1827","1/2 red onion (sliced)","1 / 2 red onion ( sliced )","red onion","red onion","0.04049273","67","False"
"2199","3 large eggs, lightly beaten","3 large eggs , lightly beaten","egg","egg","0.14921057","93","False"
"3472","1 onion (finely diced)","1 onion ( finely diced )","yellow onion","yellow onion","0.13915902","164","False"
"949","1 tablespoon high-heat cooking oil (canola, vegetable, rice)","1 tablespoon high - heat cooking oil ( canola , vegetable , rice )","vegetable oil","vegetable oil","0.18528777","80","False"
"2120","1/2 cup yogurt","1 / 2 cup yogurt","low-fat plain yogurt","low-fat plain yogurt","0.25963145","7","False"
"7500","1 teaspoon garlic","1 teaspoon garlic","garlic","garlic","0.0797289","331","False"
"2277","2 teaspoons garam masala","2 teaspoons garam masala","garam masala","garam masala","0.04756535","11","False"
"7662","1 tsp turmeric","1 tsp turmeric","ground turmeric","ground turmeric","0.18417147","28","False"
"5433","½ tsp. black pepper","1 / 2 tsp . black pepper","ground black pepper","ground black pepper","0.21084577","200","False"
"552","8 large eggs, beaten","8 large eggs , beaten","egg","egg","0.0944429","93","False"
"4673","8 ounce fresh mushrooms (sliced)","8 ounce fresh mushrooms ( sliced )","white mushroom","white mushroom","0.2185707","24","True"
"7804","2 teaspoons cornstarch","2 teaspoons cornstarch","cornstarch","cornstarch","0.09334656","46","False"
"7757","1/4 tsp. salt","1 / 4 tsp . salt","table salt","table salt","0.13219596","208","False"
"7065","1 tablespoon vegetable oil","1 tablespoon vegetable oil","vegetable oil","vegetable oil","0.05327482","80","False"
"4140","3-ish cups cooked chicken (I use shredded rotisserie chicken)","3 - UNK cups cooked chicken ( I use shredded rotisserie chicken )","rotisserie chicken","rotisserie chicken","0.16514309","11","False"
"8675","2 garlic cloves, finely chopped","2 garlic cloves , finely chopped","garlic","garlic","0.16724506","331","False"
"7863","Oil for grill","Oil for grill","vegetable oil","vegetable oil","0.18621838","80","False"
"2536","1 cup cilantro leaves, roughly chopped (1 ounce; 25g)","1 cup cilantro leaves , roughly chopped ( 1 ounce 25 g )","cilantro","cilantro","0.14402904","117","False"
"4043","1/2 teaspoon sugar","1 / 2 teaspoon sugar","white sugar","white sugar","0.22140203","51","False"
"5310","1 teaspoon Sriracha","1 teaspoon Sriracha","sriracha","sriracha","0.1309607","28","False"
"1921","1 teaspoon salt","1 teaspoon salt","table salt","table salt","0.10547593","208","False"
"2153","½ teaspoon cayenne (optional)","1 / 2 teaspoon cayenne ( optional )","ground red pepper","ground red pepper","0.19543958","33","False"
"7171","4 10-inch-long individual baguettes or four 10-inch-long pieces French-bread baguette (cut from 2 baguettes)","4 10 - inch - long individual baguettes or four 10 - inch - long pieces French - bread baguette ( cut from 2 baguettes )","French bread","French bread","0.3579186","9","False"
"4294","1 can (5 ounces) Genova Albacore Tuna","1 can ( 5 ounces ) UNK UNK Tuna","water-packed white tuna","water-packed white tuna","0.29877692","4","False"
"406","2 garlic cloves, minced","2 garlic cloves , minced","garlic","garlic","0.17548628","331","False"
"3474","3 large carrots (peeled and chopped)","3 large carrots ( peeled and chopped )","carrot","carrot","0.09076996","61","False"
"4638","2 tablespoons ketchup","2 tablespoons ketchup","ketchup","ketchup","0.11030051","13","False"
"7157","1/4 cup finely chopped fresh basil","1 / 4 cup finely chopped fresh basil","fresh basil","fresh basil","0.032674152","39","False"
"6190","1/2 teaspoon granulated garlic","1 / 2 teaspoon granulated garlic","garlic powder","garlic powder","0.18282883","53","False"
"2886","½ teaspoon dark soy sauce","1 / 2 teaspoon dark soy sauce","dark soy sauce","dark soy sauce","0.03625872","8","False"
