"id","raw","encodedpred","label","dist","training_count","not_exact"
"626","¼ teaspoon red-pepper flakes, plus more to taste","1 / 4 teaspoon red - pepper flakes , plus more to taste","red bell pepper","red bell pepper","0.23729813","60","False"
"3803","⅓ cup coarsely chopped cilantro leaves, plus whole leaves for garnish","1 / 3 cup coarsely chopped cilantro leaves , plus whole leaves for garnish","cilantro","cilantro","0.2576764","117","False"
"6896","3/4 teaspoon salt, divided","3 / 4 teaspoon salt , divided","table salt","table salt","0.11742865","208","False"
"2787","1 medium onion, diced","1 medium onion , diced","yellow onion","yellow onion","0.09670789","164","False"
"2866","4 cloves garlic, thinly sliced","4 cloves garlic , thinly sliced","garlic","garlic","0.09703717","331","False"
"1383","2 cloves garlic, pressed or minced","2 cloves garlic , pressed or minced","garlic","garlic","0.12922949","331","False"
"4516","1 jalapeño, halved, seeded and very thinly sliced, for serving","1 jalapeño , halved , seeded and very thinly sliced , for serving","fresh jalapeno pepper","fresh jalapeno pepper","0.20855822","38","False"
"3559","1 tablespoon chipotle chile powder","1 tablespoon chipotle chile powder","chili powder","chili powder","0.20036274","39","True"
"7249","10 large eggs, beaten","10 large eggs , beaten","egg","egg","0.13525188","93","False"
"1199","8 large eggs","8 large eggs","egg","egg","0.14078428","93","False"
"1886","6 oz leftover turkey breast, chopped","6 oz leftover turkey breast , chopped","turkey breast","turkey breast","0.114059255","9","False"
"479","1/2 tsp red pepper flakes (optional)","1 / 2 tsp red pepper flakes ( optional )","crushed red pepper flake","crushed red pepper flake","0.11286751","57","False"
"7809","2 teaspoons sambal oelek (ground fresh chile paste) or 1/2 teaspoon crushed red pepper","2 teaspoons sambal oelek ( ground fresh chile paste ) or 1 / 2 teaspoon crushed red pepper","chili garlic sauce","chili garlic sauce","0.2568347","16","False"
"6272","1 teaspoon Kosher salt","1 teaspoon Kosher salt","kosher salt","kosher salt","0.14867596","113","False"
"7427","2 tbsp olive oil","2 tbsp olive oil","olive oil","olive oil","0.087861046","223","False"
"3411","1/4 teaspoon onion powder","1 / 4 teaspoon onion powder","onion powder","onion powder","0.09264402","13","False"
"7467","1/4 cup plus 1 1/2 teaspoons cornstarch, divided","1 / 4 cup plus 1 1 / 2 teaspoons cornstarch , divided","cornstarch","cornstarch","0.16080458","46","False"
"849","1/2 jalapeño, thinly sliced","1 / 2 jalapeño , thinly sliced","fresh jalapeno pepper","fresh jalapeno pepper","0.20697655","38","False"
"8316","1/2 cup grated Parmesan","1 / 2 cup grated Parmesan","grated parmesan cheese","grated parmesan cheese","0.20440093","57","False"
"3758","2 ounces shredded part-skim mozzarella cheese (about 1/2 cup), divided","2 ounces shredded part - skim mozzarella cheese ( about 1 / 2 cup ) , divided","shredded low-moisture part-skim mozzarella cheese","shredded low-moisture part-skim mozzarella cheese","0.11727932","15","False"
"3607","Fresh cilantro leaves","Fresh cilantro leaves","cilantro","cilantro","0.23938143","117","False"
"1931","3 T sliced ginger","3 T sliced ginger","fresh ginger","fresh ginger","0.13723771","124","False"
"1486","1/8 teaspoon garlic powder","1 / 8 teaspoon garlic powder","garlic powder","garlic powder","0.075163074","53","False"
"5463","4 salmon fillets (4 ounces each), skin removed","4 salmon fillets ( 4 ounces each ) , skin removed","farmed atlantic salmon","farmed atlantic salmon","0.14920504","19","False"
"2236","1 clove garlic, minced","1 clove garlic , minced","garlic","garlic","0.17133659","331","False"
"3452","1 oz. Walnuts","1 oz . Walnuts","dry-roasted walnut","dry-roasted walnut","0.22358063","8","False"
"2388","2 cloves garlic; 1 chopped, 1 smashed","2 cloves garlic 1 chopped , 1 smashed","garlic","garlic","0.13153698","331","False"
"321","1/4 cup shredded cheddar cheese, for garnish","1 / 4 cup shredded cheddar cheese , for garnish","shredded yellow cheddar cheese","shredded yellow cheddar cheese","0.10487367","26","False"
"6826","1 large onion, finely chopped","1 large onion , finely chopped","yellow onion","yellow onion","0.16218513","164","False"
"1043","1 1/2 teaspoons Madras curry powder","1 1 / 2 teaspoons Madras curry powder","curry powder","curry powder","0.1767107","22","True"
"632","½ cup grated Parmesan, plus more for serving","1 / 2 cup grated Parmesan , plus more for serving","grated parmesan cheese","grated parmesan cheese","0.218621","57","False"
"4604","1 teaspoon cumin","1 teaspoon cumin","ground cumin","ground cumin","0.1369786","72","False"
"3837","1 teaspoon salt","1 teaspoon salt","table salt","table salt","0.1011997","208","False"
"2928","1 1/2 cups fat free milk","1 1 / 2 cups fat free milk","skim milk","skim milk","0.17474788","5","False"
"5352","2 (6-ounce) skinless, boneless chicken breast halves","2 ( 6 - ounce ) skinless , boneless chicken breast halves","skinless chicken breast","skinless chicken breast","0.13187698","53","False"
"3219","2 pounds assorted summer squashes and zucchini, quartered lengthwise, sliced","2 pounds assorted summer squashes and zucchini , quartered lengthwise , sliced","zucchini","zucchini","0.30388182","26","False"
"3991","1/4 cup water","1 / 4 cup water","tap water","tap water","0.0866103","92","False"
"3535","1 tablespoon cornstarch","1 tablespoon cornstarch","cornstarch","cornstarch","0.06331269","46","False"
"2766","4 tablespoons red wine vinegar","4 tablespoons red wine vinegar","red wine vinegar","red wine vinegar","0.045163047","17","False"
"2260","1 1/4 cups light coconut milk","1 1 / 4 cups light coconut milk","light coconut milk","light coconut milk","0.038220067","9","False"
"646","2 garlic cloves, minced","2 garlic cloves , minced","garlic","garlic","0.15666044","331","False"
"611","1 teaspoon salt","1 teaspoon salt","table salt","table salt","0.1011997","208","False"
"6902","1 cup sliced peeled avocado","1 cup sliced peeled avocado","hass avocado","hass avocado","0.24940597","64","False"
"5445","5 teaspoons salt","5 teaspoons salt","table salt","table salt","0.11626897","208","False"
"1979","3 Tbsp White sugar","3 Tbsp White sugar","white sugar","white sugar","0.15415204","51","False"
"7336","6 oz bacon (1/2 12 oz. pkg)","6 oz bacon ( 1 / 2 12 oz . UNK )","bacon","bacon","0.13161725","23","False"
"4490","4 cloves garlic, minced","4 cloves garlic , minced","garlic","garlic","0.15185696","331","False"
"5525","1 cup of vegetable broth","1 cup of vegetable broth","vegetable broth","vegetable broth","0.06622464","29","False"
"1384","1 lb shrimp, peeled and deveined","1 lb shrimp , peeled and deveined","shrimp","shrimp","0.11019673","38","False"
"2736","1/2 cup parsley (fresh, chopped, for garnish)","1 / 2 cup parsley ( fresh , chopped , for garnish )","fresh parsley","fresh parsley","0.12123881","85","False"
"5396","Parsley, for topping","Parsley , for topping","fresh parsley","fresh parsley","0.19538462","85","False"
"6294","1 pound spicy Italian chicken or turkey sausage, crumbled","1 pound spicy Italian chicken or turkey sausage , crumbled","chicken sausage","chicken sausage","0.21868737","6","True"
"4751","2 garlic cloves, minced","2 garlic cloves , minced","garlic","garlic","0.15666044","331","False"
"7836","steamed white or brown rice, for serving","steamed white or brown rice , for serving","cooked white rice","cooked white rice","0.18049766","17","False"
"3005","1 teaspoon dried thyme","1 teaspoon dried thyme","dried thyme leaf","dried thyme leaf","0.11795105","11","False"
"2126","1/2 cup extra-virgin olive oil","1 / 2 cup extra - virgin olive oil","extra-virgin olive oil","extra-virgin olive oil","0.0713327","50","False"
"529","1 large diced tomato","1 large diced tomato","tomato","tomato","0.09650433","57","False"
"8358","½ cup chopped Italian parsley ( or sub ¼ cup basil)","1 / 2 cup chopped Italian parsley ( or sub 1 / 4 cup basil )","fresh parsley","fresh parsley","0.27452606","85","True"
"8633","1 (1 1/2-lb.) salmon fillet","1 ( 1 1 / 2 - lb . ) salmon fillet","farmed atlantic salmon","farmed atlantic salmon","0.16324577","19","False"
"7749","1 teaspoon Italian herb seasoning","1 teaspoon Italian herb seasoning","Italian seasoning","Italian seasoning","0.0851264","16","False"
"2160","10 cloves garlic ((peeled))","10 cloves garlic ( ( peeled ) )","garlic","garlic","0.119488396","331","False"
"888","1 tablespoon brown sugar","1 tablespoon brown sugar","light brown sugar","light brown sugar","0.093712054","32","False"
"2823","1/2 cup chopped onion","1 / 2 cup chopped onion","yellow onion","yellow onion","0.14651945","164","False"
"2486","3 tablespoons lime juice ( 1-2 small limes) to taste","3 tablespoons lime juice ( 1 - 2 small limes ) to taste","lime juice","lime juice","0.12984157","71","False"
"1032","800 grams potato","800 grams potato","russet potato","russet potato","0.19140542","21","False"
"6626","1/4 cup chicken stock","1 / 4 cup chicken stock","chicken broth","chicken broth","0.14482048","56","False"
"8769","1 cup red cabbage, (chopped)","1 cup red cabbage , ( chopped )","red cabbage","red cabbage","0.07313909","17","False"
"1597","1/4 teaspoon ground black pepper","1 / 4 teaspoon ground black pepper","ground black pepper","ground black pepper","0.025434483","200","False"
"2342","3 large garlic cloves (minced.)","3 large garlic cloves ( minced . )","garlic","garlic","0.14940897","331","False"
"8738","2 whole bay leaves","2 whole bay leaves","bay leaf","bay leaf","0.18704826","26","False"
"4518","1 tablespoon chives or scallion greens, finely chopped, for serving","1 tablespoon chives or scallion greens , finely chopped , for serving","fresh chive","fresh chive","0.24108908","19","False"
"5153","½ to 1 pound ground beef or other meat","1 / 2 to 1 pound ground beef or other meat","ground beef","ground beef","0.093815014","11","False"
"5524","1/4 teaspoon pepper, more as desired","1 / 4 teaspoon pepper , more as desired","ground black pepper","ground black pepper","0.23615703","200","False"
"8695","1/4 cup cilantro (chopped, plus more for topping)","1 / 4 cup cilantro ( chopped , plus more for topping )","cilantro","cilantro","0.15072519","117","False"
"3942","1 tablespoon water (or liquid from the cans of tuna)","1 tablespoon water ( or liquid from the cans of tuna )","tap water","tap water","0.1614983","92","False"
"2733","1 lb medium shrimp (shelled and cut in 1 inch pieces)","1 lb medium shrimp ( shelled and cut in 1 inch pieces )","shrimp","shrimp","0.17750858","38","False"
"3727","1/4 Cucumber (sliced)","1 / 4 Cucumber ( sliced )","slicing cucumber","slicing cucumber","0.18418863","27","False"
"7060","2 cloves garlic finely chopped","2 cloves garlic finely chopped","garlic","garlic","0.15212563","331","False"
"8384","Freshly ground black pepper, to taste","Freshly ground black pepper , to taste","ground black pepper","ground black pepper","0.10450952","200","False"
"1134","1 tablespoon cornstarch","1 tablespoon cornstarch","cornstarch","cornstarch","0.06331269","46","False"
"2534","1 (14-ounce) can whole peeled tomatoes","1 ( 14 - ounce ) can whole peeled tomatoes","whole peeled tomato","whole peeled tomato","0.12528725","8","False"
"882","1 pound ground pork","1 pound ground pork","ground pork","ground pork","0.029358806","16","False"
"5251","1/2 teaspoon minced fresh ginger","1 / 2 teaspoon minced fresh ginger","fresh ginger","fresh ginger","0.072968885","124","False"
"1607","1-2 cups light coconut milk or unsweetened almond milk","1 - 2 cups light coconut milk or unsweetened almond milk","light coconut milk","light coconut milk","0.084166944","9","False"
"4384","1 small onion, halved and thinly sliced","1 small onion , halved and thinly sliced","yellow onion","yellow onion","0.19044425","164","False"
"4932","1 teaspoon salt, add more as necessary","1 teaspoon salt , add more as necessary","table salt","table salt","0.1433753","208","False"
"173","black pepper, to taste","black pepper , to taste","ground black pepper","ground black pepper","0.2113342","200","False"
"2124","2 strawberries, sliced","2 strawberries , sliced","strawberry","strawberry","0.17405593","7","False"
"7573","5-6 cups market lettuce (Butter Lettuce, Little Gem)","5 - 6 cups market lettuce ( Butter Lettuce , Little Gem )","butter lettuce","butter lettuce","0.20688649","9","True"
"1648","1/4 cup finely diced red onion","1 / 4 cup finely diced red onion","red onion","red onion","0.10863647","67","False"
"2963","1 large ripe tomato, sliced","1 large ripe tomato , sliced","tomato","tomato","0.09148027","57","False"
"1214","2 cloves garlic ((chopped))","2 cloves garlic ( ( chopped ) )","garlic","garlic","0.0957555","331","False"
"2518","1/2 cup fresh ginger, peeled, cut into 1/2-inch slices","1 / 2 cup fresh ginger , peeled , cut into 1 / 2 - inch slices","fresh ginger","fresh ginger","0.101225585","124","False"
"2807","2 cups / 500 ml beef broth (, preferably salt reduced)","2 cups / 500 ml beef broth ( , preferably salt reduced )","beef broth","beef broth","0.16229987","17","False"
"253","2 tablespoons honey","2 tablespoons honey","honey","honey","0.052571222","60","False"
"248","2 cups fresh baby spinach, optional","2 cups fresh baby spinach , optional","fresh spinach","fresh spinach","0.15420522","50","False"
"4522","1 tablespoon minced ginger","1 tablespoon minced ginger","fresh ginger","fresh ginger","0.10782035","124","False"
"1565","1 tsp vegetable oil","1 tsp vegetable oil","vegetable oil","vegetable oil","0.067438364","80","False"
"6169","1 extra large beet, thinly sliced, or small dice (approx. 2 cups)","1 extra large beet , thinly sliced , or small dice ( UNK . 2 cups )","beets","beets","0.21452558","5","False"
"2920","16 ounce cauliflower florets, cut into 1-in. pieces","16 ounce cauliflower florets , cut into 1 - in . pieces","white cauliflower","white cauliflower","0.21219042","21","False"
"8851","1 Tbsp sesame seeds","1 Tbsp sesame seeds","hulled white sesame seed","hulled white sesame seed","0.095136225","26","False"
"6627","1 tablespoon light soy sauce","1 tablespoon light soy sauce","light soy sauce","light soy sauce","0.02776202","13","False"
"6101","1/2 tsp salt (or to taste)","1 / 2 tsp salt ( or to taste )","table salt","table salt","0.15630683","208","False"
"2315","1/8 tsp salt","1 / 8 tsp salt","table salt","table salt","0.103812024","208","False"
"4609","4 to 6 buns of your choice","4 to 6 buns of your choice","hamburger bun","hamburger bun","0.16882765","10","False"
"895","4 cups baby bok choy, (thinly sliced )","4 cups baby bok choy , ( thinly sliced )","baby bok choy","baby bok choy","0.08541746","11","False"
"4347","3 tablespoons unsalted butter","3 tablespoons unsalted butter","unsalted butter","unsalted butter","0.03840711","93","False"
"7976","1 pound mix of white fish (cod, halibut, sea bass, haddock), scallops, shrimp","1 pound mix of white fish ( cod , halibut , sea bass , haddock ) , scallops , shrimp","pacific cod","pacific cod","0.306592","13","True"
"1457","Lettuce or greens of choice ((optional))","Lettuce or greens of choice ( ( optional ) )","romaine lettuce","romaine lettuce","0.17066826","27","False"
"2320","1 D'anjou pear","1 D UNK pear","american pear","american pear","0.1517153","3","True"
"7319","2 ripe peaches ((quartered, pits removed*))","2 ripe peaches ( ( quartered , pits removed ) )","yellow peach","yellow peach","0.18270147","4","False"
"1948","1/2 tsp pepper","1 / 2 tsp pepper","ground black pepper","ground black pepper","0.16176002","200","False"
"8063","2 cups frozen vegetables or peas and carrots (, defrosted)","2 cups frozen vegetables or peas and carrots ( , defrosted )","frozen mixed vegetable","frozen mixed vegetable","0.24266922","5","False"
"3184","1 yellow bell pepper (, medium dice)","1 yellow bell pepper ( , medium dice )","yellow bell pepper","yellow bell pepper","0.07958352","7","False"
"4088","1 lb 93% lean ground turkey","1 lb UNK % lean ground turkey","93% lean ground turkey","93% lean ground turkey","0.10894906","4","False"
"1368","1 teaspoon garlic powder","1 teaspoon garlic powder","garlic powder","garlic powder","0.075720474","53","False"
"4451","2 inch daikon radish","2 inch daikon radish","daikon","daikon","0.1620091","4","False"
"1123","2 tablespoons sweet pickle relish","2 tablespoons sweet pickle relish","pickle relish","pickle relish","0.12712654","3","False"
"6887","¼-⅓ cup potato starch/cornstarch ((Roughly 60 g or more))","1 / 4 - 1 / 3 cup potato starch / cornstarch ( ( Roughly 60 g or more ) )","cornstarch","cornstarch","0.22029851","46","True"
"1820","2 tablespoons mayonaise","2 tablespoons UNK","regular mayonnaise","regular mayonnaise","0.32856113","33","False"
"6426","2 thick, wild salmon fillets (6 to 8 ounces each)","2 thick , wild salmon fillets ( 6 to 8 ounces each )","farmed atlantic salmon","farmed atlantic salmon","0.2529539","19","True"
"6285","1/4 tsp. salt","1 / 4 tsp . salt","table salt","table salt","0.10270144","208","False"
"6723","1 large shallot, finely chopped","1 large shallot , finely chopped","shallot","shallot","0.09665321","35","False"
"5002","2 tablespoons dried oregano","2 tablespoons dried oregano","dried oregano leaf","dried oregano leaf","0.068153635","41","False"
"4165","10 ounces (about 2 cups) sliced baby portobello mushrooms","10 ounces ( about 2 cups ) sliced baby portobello mushrooms","portobello mushroom","portobello mushroom","0.24564657","4","True"
"462","cooking spray","cooking spray","cooking spray","cooking spray","0.0","30","False"
"8712","1 banana, sliced (optional)","1 banana , sliced ( optional )","banana","banana","0.12249905","10","False"
"899","2 teaspoons ground ginger","2 teaspoons ground ginger","ground ginger","ground ginger","0.09056397","9","False"
"6287","1/4 tsp. pepper","1 / 4 tsp . pepper","ground black pepper","ground black pepper","0.1634044","200","False"
"8046","0.84 oz. Mayonnaise","0 . 84 oz . Mayonnaise","regular mayonnaise","regular mayonnaise","0.2331677","33","False"
"8563","2 tablespoons apple cider vinegar","2 tablespoons apple cider vinegar","apple cider vinegar","apple cider vinegar","0.022372335","23","False"
"6695","3 tablespoons minced chives","3 tablespoons minced chives","fresh chive","fresh chive","0.19521308","19","False"
"2738","2 teaspoons Louisiana hot sauce ((such as Crystal))","2 teaspoons Louisiana hot sauce ( ( such as Crystal ) )","hot sauce","hot sauce","0.16991739","18","True"
"6464","1/2 cup toasted slivered almonds","1 / 2 cup toasted slivered almonds","sliced almond","sliced almond","0.29888767","7","False"
"8317","1/2 cup panko breadcrumbs","1 / 2 cup panko breadcrumbs","panko bread crumb","panko bread crumb","0.077675745","23","False"
"8235","1 organic jalapeño or other fresh chile (optional)","1 organic jalapeño or other fresh chile ( optional )","fresh jalapeno pepper","fresh jalapeno pepper","0.17190997","38","False"
"396","2 tbsp of coriander (finely chopped)","2 tbsp of coriander ( finely chopped )","whole coriander seed","whole coriander seed","0.2194578","5","False"
"4235","1 tablespoon minced garlic","1 tablespoon minced garlic","garlic","garlic","0.15402938","331","False"
"313","1 tablespoon olive oil","1 tablespoon olive oil","olive oil","olive oil","0.067018144","223","False"
"8883","1 tablespoon canola oil","1 tablespoon canola oil","canola oil","canola oil","0.0661963","31","False"
"3138","1/4 cup chopped fresh cilantro","1 / 4 cup chopped fresh cilantro","cilantro","cilantro","0.1719211","117","False"
"6580","2 teaspoons baking powder","2 teaspoons baking powder","baking powder","baking powder","0.12606296","2","False"
"2393","1 15.5-ounce can black beans, drained and rinsed","1 15 . 5 - ounce can black beans , drained and rinsed","black bean","black bean","0.16712883","26","False"
"59","1/2 tsp. ground ginger","1 / 2 tsp . ground ginger","ground ginger","ground ginger","0.05733494","9","False"
"4327","2 teaspoons finely chopped fresh thyme","2 teaspoons finely chopped fresh thyme","fresh thyme","fresh thyme","0.0772154","32","False"
"2694","1 tablespoon grated ginger","1 tablespoon grated ginger","fresh ginger","fresh ginger","0.112393215","124","False"
"8245","1 medium cauliflower head (cut into florets)","1 medium cauliflower head ( cut into florets )","white cauliflower","white cauliflower","0.20586324","21","False"
"3761","1 ounce Parmesan cheese, grated (about 1/4 cup)","1 ounce Parmesan cheese , grated ( about 1 / 4 cup )","grated parmesan cheese","grated parmesan cheese","0.1537044","57","False"
"32","1 lb. fresh scallops","1 lb . fresh scallops","scallop","scallop","0.2063945","2","False"
"8347","1 pound part-skim mozzarella cheese (4 cups), shredded and divided","1 pound part - skim mozzarella cheese ( 4 cups ) , shredded and divided","shredded low-moisture part-skim mozzarella cheese","shredded low-moisture part-skim mozzarella cheese","0.13447118","15","False"
"3440","4 Tbsp butter","4 Tbsp butter","unsalted butter","unsalted butter","0.10274671","93","False"
"3906","1 clove garlic, minced","1 clove garlic , minced","garlic","garlic","0.17133659","331","False"
"493","4 cups cubed watermelon","4 cups cubed watermelon","watermelon","watermelon","0.12049029","1","False"
"374","4 ounces vegetable oil","4 ounces vegetable oil","vegetable oil","vegetable oil","0.049181044","80","False"
"7459","1 pound fresh tomatoes, chopped","1 pound fresh tomatoes , chopped","tomato","tomato","0.22878566","57","False"
"1079","1 1/2 teaspoons garam masala","1 1 / 2 teaspoons garam masala","garam masala","garam masala","0.09168981","11","False"
"3403","1/2 cup halved kalamata olives","1 / 2 cup halved kalamata olives","olives","olives","0.13903773","14","False"
"6323","1 large leek, white and light green parts only, halved lengthwise, sliced crosswise","1 large leek , white and light green parts only , halved lengthwise , sliced crosswise","leek","leek","0.10480179","11","False"
"4714","8 oz. <p>sun-dried tomatoes packed in oil, drained and thinly sliced</p>","8 oz . sun - dried tomatoes packed in oil , drained and thinly sliced","sun-dried tomato","sun-dried tomato","0.18335742","3","False"
"8027","1 ear corn, cooked and cut from the cob","1 ear corn , cooked and cut from the cob","fresh corn","fresh corn","0.21164878","16","False"
"2725","1 bell pepper (chopped (I used a red one))","1 bell pepper ( chopped ( I used a red one ) )","green bell pepper","green bell pepper","0.20568797","32","False"
"4754","1/2 teaspoon ground ginger","1 / 2 teaspoon ground ginger","ground ginger","ground ginger","0.053743187","9","False"
"2029","1/2 cup corn kernels","1 / 2 cup corn kernels","frozen corn","frozen corn","0.20641223","13","False"
"3074","1 tsp cornstarch or arrowroot powder","1 tsp cornstarch or arrowroot powder","cornstarch","cornstarch","0.10213246","46","False"
"283","2 tablespoons unsalted butter","2 tablespoons unsalted butter","unsalted butter","unsalted butter","0.023348525","93","False"
"8667","2 tablespoons olive oil","2 tablespoons olive oil","olive oil","olive oil","0.06358764","223","False"
"5095","1/4 cup chopped cilantro","1 / 4 cup chopped cilantro","cilantro","cilantro","0.08176021","117","False"
"3822","3/4 cup prechopped yellow onion","3 / 4 cup UNK yellow onion","yellow onion","yellow onion","0.14493376","164","False"
"3898","1 tsp dried thyme","1 tsp dried thyme","dried thyme leaf","dried thyme leaf","0.12739787","11","False"
"8611","1 red onion","1 red onion","red onion","red onion","0.038280606","67","False"
"2308","1 bunch spinach (, roughly chopped (about 4 packed cups) (wilts a lot))","1 bunch spinach ( , roughly chopped ( about 4 packed cups ) ( UNK a lot ) )","fresh spinach","fresh spinach","0.11741425","50","False"
"2045","1/2 handful flat leaf parsley, finely chopped","1 / 2 handful flat leaf parsley , finely chopped","fresh parsley","fresh parsley","0.15476574","85","True"
"7135","1 jalapeño (seeded and diced)","1 jalapeño ( seeded and diced )","fresh jalapeno pepper","fresh jalapeno pepper","0.23891246","38","False"
"798","1 tablespoon minced garlic","1 tablespoon minced garlic","garlic","garlic","0.15402938","331","False"
"7651","4 tsp coconut aminos ((or tamari))","4 tsp coconut UNK ( ( or tamari ) )","tamari","tamari","0.18881766","9","True"
"2380","1/4 cup shredded Monterey Jack cheese","1 / 4 cup shredded Monterey Jack cheese","shredded monterey jack cheese","shredded monterey jack cheese","0.11370541","8","False"
"6091","for serving: chopped fresh parsley","for serving chopped fresh parsley","fresh parsley","fresh parsley","0.07020983","85","False"
"1909","6 tablespoons fresh lime juice, divided","6 tablespoons fresh lime juice , divided","lime juice","lime juice","0.09111443","71","False"
"3264","1/4 cup lime juice","1 / 4 cup lime juice","lime juice","lime juice","0.06289533","71","False"
"4829","4 (8-inch) fat-free flour tortillas","4 ( 8 - inch ) fat - free flour tortillas","flour tortilla","flour tortilla","0.20841435","13","False"
"3954","4 seconds cooking spray, I like Smart Balance","4 seconds cooking spray , I like UNK Balance","cooking spray","cooking spray","0.16355193","30","False"
"8359","1 tablespoon lemon juice (more to taste)","1 tablespoon lemon juice ( more to taste )","lemon juice","lemon juice","0.09146616","66","False"
"1133","1 teaspoon salt","1 teaspoon salt","table salt","table salt","0.1011997","208","False"
"7358","parmesan cheese for serving (if desired)","parmesan cheese for serving ( if desired )","grated parmesan cheese","grated parmesan cheese","0.16874042","57","False"
"2502","1 teaspoon Dijon mustard","1 teaspoon Dijon mustard","dijon mustard","dijon mustard","0.09231335","29","False"
"1094","2 cloves Garlic","2 cloves Garlic","garlic","garlic","0.15468384","331","False"
"8555","2 watermelon radishes, thinly slice","2 watermelon radishes , thinly slice","radish","radish","0.13544095","8","True"
"869","4 oz Green Beans","4 oz Green Beans","fresh green bean","fresh green bean","0.17870276","11","False"
"6122","1 Lime","1 Lime","lime","lime","0.14529572","24","False"
"8691","1/2 teaspoon crushed red pepper flakes","1 / 2 teaspoon crushed red pepper flakes","crushed red pepper flake","crushed red pepper flake","0.050420802","57","False"
"3682","Toasted sesame oil, for drizzling","Toasted sesame oil , for drizzling","sesame oil","sesame oil","0.18087956","68","False"
"8638","1 medium-size golden beet, cut into 1/8-in.-thick slices","1 medium - size golden beet , cut into 1 / 8 - in . - thick slices","beets","beets","0.27853662","5","True"
"6472","1 tablespoon finely-chopped fresh ginger","1 tablespoon finely - chopped fresh ginger","fresh ginger","fresh ginger","0.06249888","124","False"
"8151","fresh cracked pepper","fresh cracked pepper","ground black pepper","ground black pepper","0.16636735","200","False"
"7689","2 cups packed fresh spinach leaves, trimmed and washed thoroughly (about 5 ounces)","2 cups packed fresh spinach leaves , trimmed and washed thoroughly ( about 5 ounces )","fresh spinach","fresh spinach","0.15458968","50","False"
"4972","1/2 teaspoon finely grated lime zest","1 / 2 teaspoon finely grated lime zest","lime zest","lime zest","0.16322011","8","False"
"1851","1/4 tsp black pepper (, finely ground)","1 / 4 tsp black pepper ( , finely ground )","ground black pepper","ground black pepper","0.16453284","200","False"
"4080","1 Red Onion","1 Red Onion","red onion","red onion","0.16478018","67","False"
"2883","¼ cup chopped fresh basil","1 / 4 cup chopped fresh basil","fresh basil","fresh basil","0.05739565","39","False"
"5504","2 ounce cans oil packed tuna (oil drained, 5)","2 ounce cans oil packed tuna ( oil drained , 5 )","oil-packed light tuna","oil-packed light tuna","0.15538305","6","False"
"5507","1 avocado (sliced)","1 avocado ( sliced )","hass avocado","hass avocado","0.20308587","64","False"
"1172","1 tablespoon minced flat-leaf parsley","1 tablespoon minced flat - leaf parsley","fresh parsley","fresh parsley","0.23061159","85","True"
"153","1 teaspoon Butter","1 teaspoon Butter","unsalted butter","unsalted butter","0.16446453","93","False"
"239","8 oz. mushrooms","8 oz . mushrooms","white mushroom","white mushroom","0.17608903","24","False"
"5519","2 stalks of celery, omit if you don't have a high-speed blender","2 stalks of celery , omit if you don t have a high - UNK blender","celery","celery","0.1850051","44","False"
"4447","1 cup all-purpose flour (plain flour) ((120 g))","1 cup all - purpose flour ( plain flour ) ( ( 120 g ) )","all-purpose white flour","all-purpose white flour","0.11264749","36","False"
"4486","2 1/2 cups Almond Breeze Original Almondmilk","2 1 / 2 cups Almond UNK Original UNK","almond milk","almond milk","0.21972251","14","False"
"8325","3 cloves garlic, minced","3 cloves garlic , minced","garlic","garlic","0.15448684","331","False"
"6975","3 medium sweet potatoes, cut into ½ inch cubes","3 medium sweet potatoes , cut into 1 / 2 inch cubes","sweet potato","sweet potato","0.14308709","22","False"
"448","1 fl. oz. Honey","1 fl . oz . Honey","honey","honey","0.13900313","60","False"
"6576","1 medium clove garlic, grated on a microplane grater (about 1 teaspoon)","1 medium clove garlic , grated on a microplane grater ( about 1 teaspoon )","garlic","garlic","0.17057234","331","False"
"4810","4 cloves garlic, minced","4 cloves garlic , minced","garlic","garlic","0.15185696","331","False"
"4385","6 ounces fresh shiitake mushrooms, stemmed and sliced","6 ounces fresh shiitake mushrooms , stemmed and sliced","shiitake mushroom","shiitake mushroom","0.1826254","7","False"
"5473","2 cloves garlic","2 cloves garlic","garlic","garlic","0.06777254","331","False"
"5228","5 cups vegetable stock, divided","5 cups vegetable stock , divided","vegetable broth","vegetable broth","0.13484931","29","False"
"5415","3 tablespoons olive oil, divided","3 tablespoons olive oil , divided","olive oil","olive oil","0.10788867","223","False"
"192","1 tablespoon cumin seeds","1 tablespoon cumin seeds","cumin seed","cumin seed","0.11044797","10","False"
"1856","Salt, adjust to taste","Salt , adjust to taste","table salt","table salt","0.18299899","208","False"
"6786","1 cup extra-virgin olive oil, or as needed","1 cup extra - virgin olive oil , or as needed","extra-virgin olive oil","extra-virgin olive oil","0.07653882","50","False"
"1219","3 stalks celery, diced (about 1 1/2 cups)","3 stalks celery , diced ( about 1 1 / 2 cups )","celery","celery","0.12048977","44","False"
"938","1/2 cup chopped fresh basil","1 / 2 cup chopped fresh basil","fresh basil","fresh basil","0.05552122","39","False"
"394","2 to matoes (deseeded and finely chopped)","2 to UNK ( deseeded and finely chopped )","tomato","tomato","0.26987475","57","False"
"2172","1/4 teaspoon salt","1 / 4 teaspoon salt","table salt","table salt","0.10675416","208","False"
